PeakID (cmd=annotatePeaks.pl Kirkland_LamB_DESEQ2.bed dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7724	chr3R	21017557	21017756	+	1.00	NA	promoter-TSS (NM_142676)	promoter-TSS (NM_142676)	-28	NM_142676	42484	Dm.3253	NM_142676		Rlip	CG11622|D-RLIP|DRLIP|Dmel\CG11622|RLIP|RLIP1|RhoGAP-93B3|dRLIP|dRalBP|dRlip	Ral interacting protein	protein-coding
9629	chrX	9356221	9356420	+	1.00	NA	promoter-TSS (NM_167189)	promoter-TSS (NM_167189)	-93	NM_001103451	31887	Dm.28556	NM_167189		CG34449	CG12136|CG15372|CG17251|CG32705|Dm_X:47283|Dmel\CG34449|Dmel_CG32705|Pen16|anon-Pen16|p16|pen16	uncharacterized protein	protein-coding
466	chr2L	5030609	5030808	+	1.00	NA	intron (NM_164615, intron 2 of 8)	intron (NM_164615, intron 2 of 8)	1092	NM_164617	33727	Dm.5178	NM_164615		Col4a1	CG25C|CG4145|CT12803|Cg25C|Cg25c|Cgc25|Cgc25C|Col IV alpha(1)|ColIValpha1|Coll|Coll IV|DCg1|Dcg|Dcg1|Dmel\CG4145|alpha(IV)1/Cg25C|alpha1|cg25C|cg25c|col4a1|dcg1|gp125	Collagen type IV alpha 1	protein-coding
4142	chr3L	1022994	1023193	+	1.00	NA	promoter-TSS (NM_167848)	promoter-TSS (NM_167848)	-204	NM_167848	43974	Dm.803	NM_143703		trio	0368/10|0959/14|1372/03|1386/06|BEST:LD36950|CG18214|CG9208|DTrio|Dmel\CG18214|M89|TRIO|Trio|UNC-73/Trio|dTrio|l(3)036810|l(3)6D104|l(3)S036810|l(3)S095914|l(3)S137203|l(3)S138606|l(3)S[1372/3]|l(3)S[1386/06]|l(3)trio	trio	protein-coding
1610	chr2L	18909393	18909592	+	1.00	NA	Intergenic	(AATACAA)n|Simple_repeat|Simple_repeat	3368	NR_124373	19834994		NR_124373		lncRNA:CR44738	CR44738|Dmel\CR44738|lincRNA.191	long non-coding RNA:CR44738	ncRNA
7656	chr3R	20274625	20274824	+	1.00	NA	intron (NM_001260274, intron 2 of 18)	intron (NM_001260274, intron 2 of 18)	-18320	NM_001260275	53560	Dm.5727	NM_080253		cic	CG43122|CG5060|CG5067|CIC|Cic|Dmel\CG43122|Dmel_CG5060|Dmel_CG5067|E(Dl)D49|cics|fet	capicua	protein-coding
1097	chr2L	11066973	11067172	+	1.00	NA	promoter-TSS (NM_080362)	promoter-TSS (NM_080362)	-74	NM_001298899	34530		NM_080362		Samuel	78BP|CG12291|CG14917|CG14918|CG31868|Dmel\CG31868|Moses|mdcds_1002|moses	SAM-motif ubiquitously expressed punctatedly localized protein	protein-coding
5909	chr3L	19791419	19791618	+	1.00	NA	promoter-TSS (NM_079441)	promoter-TSS (NM_079441)	-477	NM_001170002	8674026	Dm.2520	NM_001170002		Gyc76C	CG32215|CG42636|CG8742|DGC1|Dmel\CG42636|Dmel_CG8742|DrGC-1|GYC 76C|drgc|gim|gyc76C|l(3)76BDl|l(3)L0090	Guanylyl cyclase at 76C	protein-coding
3324	chr2R	18401839	18402038	+	1.00	NA	TTS (NM_137481)	TTS (NM_137481)	1225	NM_137481	37108	Dm.5962	NM_137481		GstE3	BEST:GH09055|CG17524|DmGSTE3|Dmel\CG17524|E3|GST-E3|GSTE3|gste3	Glutathione S transferase E3	protein-coding
16	chr2L	129184	129383	+	1.00	NA	promoter-TSS (NM_134650)	promoter-TSS (NM_134650)	-38	NM_001038776	33171	Dm.239	NM_134650		CG3164	BEST:CK02656|CK02656|Dmel\CG3164	uncharacterized protein	protein-coding
4267	chr3L	2166909	2167108	+	1.00	NA	TTS (NM_139437)	TTS (NM_139437)	2100	NM_139437	38274	Dm.27805	NM_139437		CG15879	Dmel\CG15879	uncharacterized protein	protein-coding
1084	chr2L	10970229	10970428	+	1.00	NA	promoter-TSS (NM_176009)	promoter-TSS (NM_176009)	-53	NM_176009	34514	Dm.18590	NM_176009		CG33129	CG6087|CG6089|Dmel\CG33129	uncharacterized protein	protein-coding
5666	chr3L	17425259	17425458	+	1.00	NA	promoter-TSS (NM_144156)	promoter-TSS (NM_144156)	-119	NM_144156	50266	Dm.20566	NM_144156		CG7630	BcDNA:RH19679|Dmel\CG7630|anon-EST:Posey153|anon-EST:Posey228	uncharacterized protein	protein-coding
6899	chr3R	11454348	11454547	+	1.00	NA	promoter-TSS (NM_169393)	promoter-TSS (NM_169393)	-118	NM_001260125	41379	Dm.3374	NM_141822		PGRP-LB	CG14704|Dmel\CG14704|pgrp-LB|pgrp-lb	Peptidoglycan recognition protein LB	protein-coding
8360	chr3R	27679102	27679301	+	1.00	NA	promoter-TSS (NM_143322)	promoter-TSS (NM_143322)	-90	NM_143322	43326	Dm.25489	NM_143322		CG12883	Dmel\CG12883	uncharacterized protein	protein-coding
7295	chr3R	15933711	15933910	+	1.00	NA	promoter-TSS (NM_142256)	promoter-TSS (NM_142256)	-37	NM_001300420	41937	Dm.14264	NM_079646		blp	BcDNA:RE11908|Blp|CG5268|Dmel\CG5268|l(3)01618	black pearl	protein-coding
6458	chr3R	6434272	6434471	+	1.00	NA	intron (NM_001275387, intron 1 of 6)	intron (NM_001275387, intron 1 of 6)	17238	NR_144674	30522423		NR_144674		mir-9375	CR46292|Dmel\CR46292|dme-mir-9375	mir-9375 stem loop	ncRNA
1106	chr2L	11158592	11158791	+	1.00	NA	3' UTR (NM_205963, exon 10 of 10)	3' UTR (NM_205963, exon 10 of 10)	-2970	NM_135652	34554	Dm.4327	NM_135652		CG6287	Dmel\CG6287|GH26	uncharacterized protein	protein-coding
8771	chr4	1218826	1219025	+	1.00	NA	promoter-TSS (NM_001258507)	promoter-TSS (NM_001258507)	-115	NM_001258507	3885647	Dm.23595	NM_001038718		Mitf	CG17469|CG40476|CG41130|CG43369|Dmel\CG43369|Dmel_CG17469|Dmel_CG41130|MITF|MitF|TFEB|dMitf	mitf	protein-coding
4368	chr3L	3197605	3197804	+	1.00	NA	promoter-TSS (NM_139527)	promoter-TSS (NM_139527)	-73	NM_139527	38390	Dm.27808	NM_139527		CG14966	Dmel\CG14966	uncharacterized protein	protein-coding
7691	chr3R	20659608	20659807	+	1.00	NA	promoter-TSS (NM_169912)	promoter-TSS (NM_169912)	-101	NM_169912	42449	Dm.1264	NM_142647		Nep4	CG4058|DmeNEP4|Dmel\CG4058|NEP4|Nep4A|dNEP4|nep4|nep4B	Neprilysin 4	protein-coding
7981	chr3R	23664403	23664602	+	1.00	NA	intron (NM_001144629, intron 2 of 16)	intron (NM_001144629, intron 2 of 16)	5157	NM_001369999	42784	Dm.10845	NM_170079		CG31145	CG10187|CG13820|CG13821|Dmel\CG31145	uncharacterized protein	protein-coding
6793	chr3R	10134388	10134587	+	1.00	NA	promoter-TSS (NM_169331)	promoter-TSS (NM_169331)	-5	NM_057533	47877	Dm.3826	NM_057532		tws	1466/06|2414|B/PR55|CG6235|DPR55|Dmel\CG6235|PP2A|PP2A-B55|PP2A[B]|PP2a|PR55|Pp2A-85F|Twins|Tws|aar|dPP2A|dPP2A-B55|dPP2A-Balpha|dPR55|l(3)01436|l(3)02414|l(3)S022205b|l(3)S022361|l(3)S022440|l(3)S023013|l(3)S023141a|l(3)S023206|l(3)S023309|l(3)S023938|l(3)S024455|l(3)S024834a|l(3)S024838|l(3)S025806|l(3)S025832|l(3)S025913|l(3)S026226|l(3)S026326|l(3)S027127|l(3)S027313|l(3)S028707|l(3)S029110|l(3)S029403|l(3)S029701a|l(3)S031006|l(3)S032303|l(3)S032708c|l(3)S033903|l(3)S035505b|l(3)S042629|l(3)S042630|l(3)S043008b|l(3)S043029|l(3)S045519|l(3)S046918|l(3)S048006|l(3)S048013|l(3)S048507|l(3)S049902|l(3)S052810|l(3)S053011|l(3)S060203|l(3)S060804|l(3)S061805|l(3)S061915|l(3)S063110|l(3)S066017|l(3)S066813|l(3)S067109b|l(3)S067915|l(3)S069206a|l(3)S075110|l(3)S075515b|l(3)S075902b|l(3)S076415|l(3)S080409|l(3)S088513|l(3)S091905|l(3)S101413b|l(3)S105605|l(3)S110008a|l(3)S110815|l(3)S111515|l(3)S119908|l(3)S132907|l(3)S134601a|l(3)S141309|l(3)S146606|l(3)j11C8|l(3)s1801|tw|tws/aar|v158	twins	protein-coding
9534	chrX	8455418	8455617	+	1.00	NA	promoter-TSS (NM_078530)	promoter-TSS (NM_078530)	-448	NM_001298090	31778		NM_078530		org-1	CG11202|Dm-ORG-1|Dmel\CG11202|Org-1|org1	optomotor-blind-related-gene-1	protein-coding
995	chr2L	10232636	10232835	+	1.00	NA	intron (NM_164895, intron 1 of 1)	intron (NM_164895, intron 1 of 1)	228	NM_164895	34363		NM_135517		eEF1delta	CG4912|Dmel\CG4912|eEF1d|eEf1delta	eukaryotic translation elongation factor 1 delta	protein-coding
6496	chr3R	7090265	7090464	+	1.00	NA	Intergenic	HOBO|DNA|hAT-hobo	3343	NR_073989	14462441		NR_073988		lncRNA:CR43685	CR43685|Dmel\CR43685|lincRNA.703	long non-coding RNA:CR43685	ncRNA
379	chr2L	3880066	3880265	+	1.00	NA	promoter-TSS (NM_001144313)	promoter-TSS (NM_001144313)	-98	NM_001144313	33611	Dm.4776	NM_057618		capu	CG15420|CG3399|Capu|Dmel\CG3399|capp	cappuccino	protein-coding
3612	chr2R	21472961	21473160	+	1.00	NA	intron (NM_001369961, intron 2 of 6)	intron (NM_001369961, intron 2 of 6)	8116	NM_166449	37447	Dm.721	NM_057617		Sdc	CG10497|CT27296|Dmel\CG10497|Dsyn|Syd|Syn|dSdc|l(2)10608|sdc|syd|syn	Syndecan	protein-coding
2437	chr2R	10211143	10211342	+	1.00	NA	non-coding (NR_144681, exon 1 of 2)	non-coding (NR_144681, exon 1 of 2)	105	NR_144681	30522429		NR_144681		lncRNA:CR46322	CR46322|Dmel\CR46322	long non-coding RNA:CR46322	ncRNA
739	chr2L	7939590	7939789	+	1.00	NA	intron (NM_001103645, intron 1 of 1)	intron (NM_001103645, intron 1 of 1)	37376	NM_001103645	5740414	Dm.4534	NM_135320		Snoo	CG34421|CG7093|CG7233|Dmel\CG34421|Dmel_CG7093|Dmel_CG7233|DskiL|Sno|SnoA|SnoI|SnoN|SnoN2|dSki|dSno|dSnoN|dsno|dsnoN|l(2)SH1402|l(2)SH2 1402|snoN|snoo	Sno oncogene	protein-coding
7039	chr3R	13030593	13030792	+	1.00	NA	promoter-TSS (NM_169493)	promoter-TSS (NM_169493)	-33	NM_141996	26067077	Dm.6374	NM_141996		CG46280	CG12360|Dmel\CG46280	uncharacterized protein	protein-coding
9254	chrX	5691050	5691249	+	1.00	NA	promoter-TSS (NR_123802)	promoter-TSS (NR_123802)	23	NR_123802	19835958		NR_123802		asRNA:CR45525	CR45525|Dmel\CR45525	antisense RNA:CR45525	ncRNA
7988	chr3R	23694688	23694887	+	1.00	NA	promoter-TSS (NM_142913)	promoter-TSS (NM_142913)	-61	NM_001275949	42793	Dm.3186	NM_142913		CG10254	BcDNA:LD22087|Dmel\CG10254	uncharacterized protein	protein-coding
6451	chr3R	6396110	6396309	+	1.00	NA	intron (NM_141397, intron 1 of 10)	intron (NM_141397, intron 1 of 10)	9686	NM_001144543	40792	Dm.4403	NM_141397		Dmtn	CG1021|Dmel\CG1021|anon-WO0118547.375|dmtn	Dementin	protein-coding
4361	chr3L	3149201	3149400	+	1.00	NA	promoter-TSS (NM_139516)	promoter-TSS (NM_139516)	167	NM_167990	38376	Dm.4448	NM_079172		BtbVII	BTB-VII|BTBVII|BcDNA:GH07729|CG11494|CG14956|CG43365|Dmel\CG43365|Dmel_CG11494|Dmel_CG14956	BTB-protein-VII	protein-coding
8778	chrUn_DS484280v1	628	827	+	1.00	NA	NA	HETA|LINE|Jockey	NA	NA								
7698	chr3R	20780085	20780284	+	1.00	NA	5' UTR (NM_169928, exon 1 of 11)	5' UTR (NM_169928, exon 1 of 11)	403	NM_169928	42460	Dm.11889	NM_142656		Syp	AI945337|CG17838|Dmel\CG17838|anon-WO0118547.613|cg17838|l(3)03806|syp	Syncrip	protein-coding
4704	chr3L	7528983	7529182	+	1.00	NA	5' UTR (NM_206291, exon 1 of 10)	5' UTR (NM_206291, exon 1 of 10)	302	NM_079238	38846	Dm.2223	NM_079238		lqf	0110/27|CG8532|Dmel\CG8532|E(faf)bE25|Epsin|LqF|Lqf|anon-WO0118547.239|dEpsin|epsin|l(3)S011027	liquid facets	protein-coding
9573	chrX	8891639	8891838	+	1.00	NA	promoter-TSS (NM_206665)	promoter-TSS (NM_206665)	69	NM_206664	31816	Dm.6642	NM_080343		Moe	CG10701|D17|DMoe|Dmel\CG10701|Dmoe|EMR1|ERM|Emr1|GMA|Moes|anon-WO03040301.155|anon-WO03040301.157|anon-WO03040301.159|anon-WO03040301.161|dMoe|gma|l(1)G0067|l(1)G0323|l(1)G0404|l(1)G0415|moe|moesin|moesin/ezrin/radixin homolog mRNA	Moesin	protein-coding
4770	chr3L	8083957	8084156	+	1.00	NA	promoter-TSS (NR_073918)	promoter-TSS (NR_073918)	-856	NR_073918	14462839		NR_073918		lncRNA:CR43974	CR43974|Dmel\CR43974	long non-coding RNA:CR43974	ncRNA
3925	chr2R	24265275	24265474	+	1.00	NA	TTS (NM_166665)	TTS (NM_166665)	3185	NM_001299905	37885	Dm.36514	NM_138061		CG13577	Dmel\CG13577	uncharacterized protein	protein-coding
6679	chr3R	9240144	9240343	+	1.00	NA	promoter-TSS (NM_169261)	promoter-TSS (NM_169261)	24	NM_079562	41095	Dm.5095	NM_079562		D1	CG9745|Dmel\CG9745|EP(3)0473|HMGI|RE69409|dD1|dHMGx	D1 chromosomal protein	protein-coding
1788	chr2L	20913746	20913945	+	1.00	NA	intron (NM_001273722, intron 1 of 11)	intron (NM_001273722, intron 1 of 11)	3616	NM_165350	35359	Dm.2151	NM_136229		sky	CG14399|CG9339|CG9340|Dmel\CG9339|Sky|anon-WO0118547.455	skywalker	protein-coding
1325	chr2L	14023894	14024093	+	1.00	NA	non-coding (NR_124245, exon 1 of 1)	non-coding (NR_124245, exon 1 of 1)	106	NR_124245	19835558		NR_124245		lncRNA:CR31840	CG31840|CR31840|Dmel\CR31840	long non-coding RNA:CR31840	ncRNA
8962	chrX	2098474	2098673	+	1.00	NA	intron (NM_001272245, intron 3 of 10)	intron (NM_001272245, intron 3 of 10)	-3354	NR_003726	5740434		NR_003726		snoRNA:Me18S-C1024	CR34672|Dmel\CR34672|Me18S-Cm1024	ncRNA	ncRNA
4157	chr3L	1171822	1172021	+	1.00	NA	intron (NM_001274313, intron 2 of 4)	CpG	5355	NM_001274313	44254	Dm.3003	NM_079155		bab2	BAB|BAB2|BTB-II|Bab2|BtbII|CG13911|CG9102|Dmel\CG9102|bab|bab-II	bric a brac 2	protein-coding
2323	chr2R	9303335	9303534	+	1.00	NA	TTS (NM_136635)	TTS (NM_136635)	4954	NM_001299317	35956	Dm.2113	NM_136635		Myd88	CG2078|DMMYD88|DmMyD88|DmMyd88|Dmel\CG2078|EP(2)2535|Kra|LD20892|MYD88|MyD88|Myd88F|dMYd88|dMyD88|dMyd88|kra|myd88	Myd88	protein-coding
352	chr2L	3691843	3692042	+	1.00	NA	TTS (NM_134954)	TTS (NM_134954)	645	NM_001298664	33589	Dm.20429	NM_134953		CG16704	BcDNA:RH31195|CT37177|Dmel\CG16704	uncharacterized protein	protein-coding
4001	chr2R	24975576	24975775	+	1.00	NA	promoter-TSS (NM_138147)	promoter-TSS (NM_138147)	298	NR_124733	19834764		NR_124733		lncRNA:CR45252	CR45252|Dmel\CR45252	long non-coding RNA:CR45252	ncRNA
5513	chr3L	15981437	15981636	+	1.00	NA	3' UTR (NM_140566, exon 2 of 2)	3' UTR (NM_140566, exon 2 of 2)	1240	NM_140566	39742	Dm.2283	NM_140566		CG17027	152392_at|Dmel\CG17027|IMP	uncharacterized protein	protein-coding
7871	chr3R	22410866	22411065	+	1.00	NA	promoter-TSS (NM_170011)	promoter-TSS (NM_170011)	-50	NM_142781	42630	Dm.12276	NM_142781		CG13850	Dmel\CG13850|GH07286p	uncharacterized protein	protein-coding
3860	chr2R	23882323	23882522	+	1.00	NA	promoter-TSS (NM_058029)	promoter-TSS (NM_058029)	-22	NM_058029	37787	Dm.3921	NM_058029		CG4882	Dmel\CG4882|GM14313|LD24471|UD1|anon-60Aa	uncharacterized protein	protein-coding
7028	chr3R	12857626	12857825	+	1.00	NA	promoter-TSS (NM_141977)	promoter-TSS (NM_141977)	-93	NM_141977	41579	Dm.7950	NM_141977		CG10126	CT28495|Dmel\CG10126	uncharacterized protein	protein-coding
8495	chr3R	29841480	29841679	+	1.00	NA	promoter-TSS (NM_170435)	promoter-TSS (NM_170435)	-78	NM_170435	43528	Dm.4517	NM_170435		Cad99C	CA-10|CG15511|CG310034|CG31009|CG7805|CT35624|CT4930|Cad99c|DCad99C|Dm Cad99C|Dmel\CG31009|cad99C	Cadherin 99C	protein-coding
8824	chrX	808369	808568	+	1.00	NA	TTS (NM_130507)	TTS (NM_130507)	2392	NM_130507	31030	Dm.2007	NM_130507		Sec22	34F3.8|CG7359|Dmel\CG7359|EG:34F3.8|SEC22|Sec22p	Secretory 22	protein-coding
9555	chrX	8591764	8591963	+	1.00	NA	promoter-TSS (NM_167164)	promoter-TSS (NM_167164)	-134	NM_001272415	50403	Dm.13777	NM_001272415		CG12659	Dmel\CG12659	uncharacterized protein	protein-coding
9631	chrX	9466484	9466683	+	1.00	NA	intron (NM_001103454, intron 2 of 14)	(TGTC)n|Simple_repeat|Simple_repeat	-20371	NM_001298127	19835594		NM_001298127		CG44815	Dmel\CG44815	uncharacterized protein	protein-coding
5195	chr3L	11819908	11820107	+	1.00	NA	promoter-TSS (NM_168479)	promoter-TSS (NM_168479)	-51	NM_001043136	39336	Dm.4255	NM_140255		CG5946	Dmel\CG5946	uncharacterized protein	protein-coding
10232	chrX	16296559	16296758	+	1.00	NA	promoter-TSS (NM_167499)	promoter-TSS (NM_167499)	-13	NM_001103526	32589	Dm.6627	NM_167497		CG3632	Dmel\CG3632	uncharacterized protein	protein-coding
9235	chrX	5410853	5411052	+	1.00	NA	promoter-TSS (NM_131991)	promoter-TSS (NM_131991)	-103	NM_131991	31457	Dm.13427	NM_131991		NAAT1	CG3252|DmNAT1|Dmel\CG3252|anon-WO0149848.3|dmNAT1	Nutrient Amino Acid Transporter 1	protein-coding
3085	chr2R	16090239	16090438	+	1.00	NA	intron (NM_079032, intron 1 of 13)	intron (NM_079032, intron 1 of 13)	8226	NM_166138	36773	Dm.1504	NM_079032		Dg	CG18250|CT41273|DG|DmDG|Dmel\CG18250|alpha-DG|atu|dg|dgn|dys	Dystroglycan	protein-coding
1862	chr2L	22239794	22239993	+	1.00	NA	promoter-TSS (NR_073822)	promoter-TSS (NR_073822)	-23	NM_136299	35452	Dm.1606	NM_136299		CG3262	Dmel\CG3262	uncharacterized protein	protein-coding
9099	chrX	3371555	3371754	+	1.00	NA	Intergenic	Intergenic	-1505	NR_123782	19835087		NR_123782		lncRNA:CR44999	CR44999|Dmel\CR44999	long non-coding RNA:CR44999	ncRNA
7878	chr3R	22462048	22462247	+	1.00	NA	promoter-TSS (NM_170015)	promoter-TSS (NM_170015)	-93	NM_142791	42641	Dm.3424	NM_142791		Rpn7	141231_at|CG5378|Dmel\CG5378|S10a|anon-WO0172774.103|anon-WO0172774.106|p42A	Regulatory particle non-ATPase 7	protein-coding
4008	chr2R	25038509	25038708	+	1.00	NA	intron (NM_001043105, intron 4 of 4)	intron (NM_001043105, intron 4 of 4)	6231	NM_001144288	38003	Dm.4031	NM_138149		Nplp1	APK|CG3441|Dmel\CG3441|IPNa|IPNamide|MTY-amide|MTYa|MTYamide|NPLP-1|NPLP1|VQQ|nplp1	Neuropeptide-like precursor 1	protein-coding
933	chr2L	9618982	9619181	+	1.00	NA	intron (NM_001169451, intron 1 of 4)	intron (NM_001169451, intron 1 of 4)	2245	NM_135459	34282	Dm.370	NM_135459		GlcAT-S	CG3881|DGlcAT-S|DmGlcAT-BSI|Dmel\CG3881|dGlcAT-BSI|dGlcAT-S	Glucuronyltransferase S	protein-coding
8074	chr3R	24276490	24276689	+	1.00	NA	promoter-TSS (NM_001275979)	promoter-TSS (NM_001275979)	-50	NM_001275979	42891	Dm.2997	NM_079755		Orct	CG6331|Dmel\CG6331|orct	Organic cation transporter	protein-coding
8000	chr3R	23767464	23767663	+	1.00	NA	promoter-TSS (NM_142928)	promoter-TSS (NM_142928)	-75	NM_142927	42811	Dm.23336	NM_142927		CG10214	Dmel\CG10214	uncharacterized protein	protein-coding
1627	chr2L	19034945	19035144	+	1.00	NA	promoter-TSS (NM_165272)	promoter-TSS (NM_165272)	403	NM_001273625	35170	Dm.11412	NM_136089		mib2	Be|CG17492|D-mibl|Dmel\CG17492|Mib-2|i115|l(2)37Be|mib1/2|suelto	mind bomb 2	protein-coding
10253	chrX	16547513	16547712	+	1.00	NA	promoter-TSS (NM_132905)	promoter-TSS (NM_132905)	-92	NM_132905	32622	Dm.182	NM_132905		CG9902	Dmel\CG9902	uncharacterized protein	protein-coding
1781	chr2L	20881263	20881462	+	1.00	NA	intron (NM_001169555, intron 3 of 8)	intron (NM_001169555, intron 3 of 8)	4614	NM_001169555	35359	Dm.2151	NM_136229		sky	CG14399|CG9339|CG9340|Dmel\CG9339|Sky|anon-WO0118547.455	skywalker	protein-coding
7594	chr3R	19460948	19461147	+	1.00	NA	promoter-TSS (NM_001275801)	promoter-TSS (NM_001275801)	-38	NM_001043263	42327	Dm.16710	NM_001043256		Dys	CG17750|CG31175|CG34157|CG7240|CG7243|CG7344|DLP|DLP1|DLP186|DLP2|DLP3|DYS|DmDLP|DmDYS|Dmel\CG34157|Dp117|Dp186|Dp205|GI3046716|IDLP|det|dmDLP|dmDp186|dmDys|dys	Dystrophin	protein-coding
6523	chr3R	7491555	7491754	+	1.00	NA	promoter-TSS (NM_079533)	promoter-TSS (NM_079533)	-51	NM_079533	40896	Dm.21647	NM_079533		alpha-Est10	CG1131|DmalphaE10|Dmel\CG1131|Esterase-10|K|aE10|alpha-Ests|alphaE10|anon-WO0172774.144	alpha-Esterase-10	protein-coding
8033	chr3R	23995564	23995763	+	1.00	NA	promoter-TSS (NM_176551)	promoter-TSS (NM_176551)	4	NM_176551	326257	Dm.20454	NM_176551		CG33108	BcDNA:RE26840|C19orf54Nt|CG5926|Dmel\CG33108	uncharacterized protein	protein-coding
6182	chr3L	22836431	22836630	+	1.00	NA	promoter-TSS (NM_141163)	promoter-TSS (NM_141163)	-538	NM_141163	40501	Dm.19113	NM_141163		CG11226	BcDNA:AT16729|Dmel\CG11226	uncharacterized protein	protein-coding
7587	chr3R	19180242	19180441	+	1.00	NA	promoter-TSS (NM_169851)	promoter-TSS (NM_169851)	-19	NM_142532	42302	Dm.4649	NM_142532		CG5555	Dmel\CG5555	uncharacterized protein	protein-coding
1924	chr2R	5416817	5417016	+	1.00	NA	intron (NM_165432, intron 1 of 7)	intron (NM_165432, intron 1 of 7)	820	NM_165432	35494	Dm.21950	NM_136326		stw	CG10398|CG10408|CG30437|CG32838|CG42345|Dmel\CG42345|Dmel_CG30437|Dmel_CG32838|MCO2|laccase2|str	straw	protein-coding
3477	chr2R	19631895	19632094	+	1.00	NA	promoter-TSS (NM_166368)	promoter-TSS (NM_166368)	-486	NM_001259505	37254	Dm.7773	NM_057383		sm	BcDNA:GH10856|CG9218|Dmel\CG9218|Sm|l(2)05338|smo	smooth	protein-coding
9164	chrX	4113651	4113850	+	1.00	NA	promoter-TSS (NM_143750)	promoter-TSS (NM_143750)	-16	NM_143750	45064	Dm.3580	NM_143750		Nsun2	CG6133|Dmel\CG6133|EG:EG0007.9|NSUN2|NSun2|dNsun2	NOP2-Sun domain family, member 2	protein-coding
9638	chrX	9556423	9556622	+	1.00	NA	promoter-TSS (NM_132341)	promoter-TSS (NM_132341)	22	NM_132341	31898	Dm.25382	NM_132341		CG15317	Dmel\CG15317	uncharacterized protein	protein-coding
2440	chr2R	10225300	10225499	+	1.00	NA	intron (NM_001259307, intron 1 of 9)	intron (NM_001259307, intron 1 of 9)	2558	NM_001347804	30522410		NM_001347803		CG46321	Dmel\CG46321	uncharacterized protein	protein-coding
122	chr2L	1172682	1172881	+	1.00	NA	promoter-TSS (NM_134738)	promoter-TSS (NM_134738)	24	NM_134737	33303	Dm.11724	NM_134737		Charon	CG5118|Dmel\CG5118|anon-WO0140519.11|pickle	charon	protein-coding
7021	chr3R	12703478	12703677	+	1.00	NA	intron (NM_079608, intron 1 of 2)	CpG	-1517	NM_141970	41570	Dm.20420	NM_141970		CG12279	BcDNA:RH54517|Dmel\CG12279	uncharacterized protein	protein-coding
2109	chr2R	7466659	7466858	+	1.00	NA	promoter-TSS (NM_136440)	promoter-TSS (NM_136440)	1	NM_136440	35674	Dm.4215	NM_136440		p47	CG11139|Dmel\CG11139|anon-WO0118547.216|dp47	p47	protein-coding
10316	chrX	17107430	17107629	+	1.00	NA	promoter-TSS (NM_132967)	promoter-TSS (NM_132967)	-53	NM_132967	32698	Dm.190	NM_132967		CG5004	Dmel\CG5004|anon-15Db	uncharacterized protein	protein-coding
9071	chrX	2973796	2973995	+	1.00	NA	promoter-TSS (NM_080319)	promoter-TSS (NM_080319)	-61	NM_080319	31290	Dm.1692	NM_080319		rst	CG4125|CT13684|Dmel\CG4125|IREE-C|IRREC/RST|Irre-C|IrreC|IrreC-Rst|IrreC-rst|IrreC/Rst|IrrecC|Rst|Rst/IrreC|UB883|irreC|irreC-rst|irrecC-rst|rst-irreC|rst-irrecC|rst/irrecC	roughest	protein-coding
5714	chr3L	17846419	17846618	+	1.00	NA	promoter-TSS (NM_140760)	promoter-TSS (NM_140760)	-17	NM_140759	39987	Dm.2027	NM_140759		MED19	CG5546|Dmel\CG5546|Med19	Mediator complex subunit 19	protein-coding
7451	chr3R	17781259	17781458	+	1.00	NA	intron (NM_001260226, intron 3 of 16)	intron (NM_001260226, intron 3 of 16)	-1174	NM_001260228	42137		NM_142396		CG43102	CG14318|CG7397|Dmel\CG43102|Dmel_CG14318|Dmel_CG7397	uncharacterized protein	protein-coding
10390	chrX	17822303	17822502	+	1.00	NA	intron (NM_001272733, intron 8 of 8)	intron (NM_001272733, intron 8 of 8)	-2717	NM_133015	32759	Dm.27576	NM_133015		CG12986	Dmel\CG12986	uncharacterized protein	protein-coding
6698	chr3R	9428282	9428481	+	1.00	NA	promoter-TSS (NM_169281)	promoter-TSS (NM_169281)	-180	NM_001202273	44258	Dm.6913	NM_169280		ps	BcDNA:RE47781|CG16765|CG16776|CG16777|CG18509|CG42670|CG8144|Dmel\CG42670|Dmel_CG16765|Dmel_CG16777|EP(3)3406|NOVA1|PS|cg8144|l(3)10615	pasilla	protein-coding
1837	chr2L	21629292	21629491	+	1.00	NA	TTS (NR_124415)	TTS (NR_124415)	541	NM_001032217	35418	Dm.21558	NM_078890		Df31	BEST:LD04967|CG2207|DF 31|DF31|Dmel\CG2207|LD04967|anon-EST:Liang-1.46|anon-EST:Posey126|anon-EST:fe1A4|anon-WO0153538.53|anon1A4|clone 1.46|l(2)k05815	Decondensation factor 31	protein-coding
6988	chr3R	12401731	12401930	+	1.00	NA	promoter-TSS (NM_141930)	promoter-TSS (NM_141930)	9	NM_141930	41518	Dm.13380	NM_141930		DNAlig3	CG17227|DNA-ligII|Dmel\CG17227|LIG3|Lig3|lig 3|lig3	DNA ligase 3	protein-coding
